Configuration,grade1,CPI,BW/s((GB/sec),GFLOPS/s,Vectorization,Power(W),Temperature(C),Time(sec)
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'scatter']",120.3438,2.3438,0.1183,0.0989,8.9809,100.0,59.0,"[1.508542, 1.425731, 1.442238, 1.3968]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '3', 'scatter']",120.5384,2.5384,0.1561,0.1,8.9858,101.0,59.0,"[1.44296, 1.467004, 1.444162, 1.456172]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '4', 'scatter']",120.8254,2.8254,0.2079,0.1007,8.9918,102.0,59.0,"[1.436325, 1.466114, 1.493166, 1.4463]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '2', 'scatter']",120.6206,2.6206,0.1212,0.1003,8.9851,102.0,59.0,"[1.421961, 1.483357, 1.408818, 1.42803]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '3', 'scatter']",121.1295,3.1295,0.1591,0.1009,8.9952,110.0,59.0,"[1.604235, 1.412589, 1.445798, 1.40073]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '57', '4', 'scatter']",121.4673,3.4673,0.1964,0.0933,9.0046,115.0,59.0,"[1.64295, 1.61499, 1.585901, 1.661753]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '2', 'balanced']",119.9759,1.9759,0.1164,0.0964,8.9694,100.0,59.0,"[1.480651, 1.441656, 1.474044, 1.453652]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '3', 'balanced']",120.168,2.168,0.1551,0.0975,8.9725,100.0,59.0,"[1.410425, 1.475339, 1.431596, 1.49697]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '19', '4', 'balanced']",122.6869,2.6869,0.1978,0.0975,8.9758,101.0,60.0,"[1.496274, 1.479416, 1.469307, 1.400039]"
"['-O2 ', '-opt-prefetch=0 ', '-opt-streaming-stores always ', '-opt-streaming-cache-evict=1 ', '-unroll ', '', '38', '2', 'balanced']",122.2742,2.2742,0.1169,0.0985,8.9758,100.0,60.0,"[1.456504, 1.407532, 1.417831, 1.499014]"
